Account_Number,Customer_Id,Account_type,Account_Status
7387329489,26839896,Checking,Active
7387329490,71714998,Savings,Active
7387329491,44003306,Savings,Active
7387329492,26105668,Savings,Active
7387329493,51608719,Checking,Active
7387329494,82020841,Savings,Inactive
7387329495,90015132,Savings,Active
7387329496,80551925,Savings,Active
7387329497,64278595,Checking,Active
7387329498,39441160,Savings,Active
7387329499,85775026,Checking,Active
7387329500,11414168,Checking,Inactive
7387329501,17233597,Checking,Active
7387329502,33797109,Savings,Active
7387329503,41715930,Checking,Active
7387329504,10692077,Savings,Active
7387329505,77625688,Savings,Active
7387329506,27572252,Savings,Active
7387329507,32159776,Checking,Active
7387329508,73612765,Savings,Active
7387329509,86376712,Savings,Active
7387329510,53663440,Checking,Active
7387329511,28829397,Savings,Active
7387329512,66797898,Savings,Active
7387329513,88864569,Checking,Active
7387329514,45600459,Savings,Active
7387329515,24800494,Checking,Active
7387329516,62118984,Checking,Active
7387329517,95356796,Savings,Active
7387329518,47563750,Savings,Active
7387329519,80607808,Checking,Active
7387329520,33744198,Checking,Active
7387329521,95222162,Savings,Active
7387329522,95245362,Savings,Active
7387329523,56234101,Savings,Active
7387329524,93870580,Savings,Active
7387329525,36742283,Checking,Active
7387329526,38861760,Savings,Active
7387329527,89828151,Checking,Active
7387329528,26847710,Savings,Active
7387329529,57220615,Checking,Active
7387329530,94991845,Savings,Active
7387329531,11128419,Savings,Active
7387329532,70898256,Savings,Active
7387329533,84148370,Checking,Active
7387329534,21978346,Savings,Active
7387329535,61426256,Savings,Active
7387329536,67963103,Checking,Inactive
7387329537,81102487,Checking,Active
7387329538,24988933,Checking,Inactive
7387329539,79203664,Savings,Inactive
7387329540,94209583,Savings,Active
7387329541,85126896,Checking,Inactive
7387329542,92648195,Savings,Inactive
7387329543,21994958,Checking,Active
7387329544,37970938,Checking,Active
7387329545,17340201,Checking,Active
7387329546,25136457,Checking,Active
7387329547,20754092,Checking,Active
7387329548,84891903,Savings,Active
7387329549,32580859,Checking,Inactive
7387329550,92761081,Savings,Active
7387329551,79071581,Checking,Active
7387329552,40960065,Savings,Active
7387329553,78151866,Savings,Active
7387329554,31198081,Savings,Active
7387329555,54840608,Savings,Active
7387329556,40520309,Savings,Active
7387329557,75932611,Savings,Active
7387329558,14640895,Savings,Active
7387329559,59576659,Savings,Active
7387329560,73062706,Savings,Inactive
7387329561,63178493,Savings,Active
7387329562,46160137,Savings,Inactive
7387329563,13408360,Checking,Active
7387329564,29355639,Savings,Active
7387329565,99707953,Checking,Active
7387329566,53045874,Savings,Inactive
7387329567,60722440,Checking,Active
7387329568,69365783,Checking,Active
7387329569,22741162,Checking,Active
7387329570,45506000,Savings,Active
7387329571,30386225,Savings,Active
7387329572,65290657,Savings,Active
7387329573,36260658,Savings,Active
7387329574,79906791,Savings,Active
7387329575,17050607,Checking,Active
7387329576,95810265,Savings,Active
7387329577,87491273,Savings,Active
7387329578,70858737,Checking,Active
7387329579,84877299,Checking,Inactive
7387329580,65203212,Savings,Active
7387329581,20917536,Checking,Active
7387329582,50996162,Savings,Active
7387329583,55906396,Checking,Active
7387329584,96636326,Checking,Active
7387329585,25292192,Checking,Active
7387329586,17063588,Savings,Active
7387329587,35348800,Savings,Active
7387329588,58449861,Savings,Active
7387329589,44649172,Checking,Active
7387329590,95864314,Savings,Inactive
7387329591,98088032,Savings,Active
7387329592,10052840,Savings,Inactive
7387329593,76738312,Checking,Active
7387329594,17150377,Checking,Inactive
7387329595,31861379,Checking,Active
7387329596,14777657,Checking,Active
7387329597,62171678,Savings,Inactive
7387329598,92618028,Savings,Active
7387329599,25305552,Savings,Active
7387329600,82826527,Checking,Active
7387329601,45481152,Checking,Active
7387329602,71110784,Checking,Active
7387329603,23110019,Savings,Inactive
7387329604,88008268,Savings,Active
7387329605,74992572,Savings,Active
7387329606,66869036,Savings,Active
7387329607,22044551,Checking,Active
7387329608,41926335,Checking,Active
7387329609,51808597,Checking,Active
7387329610,94471562,Savings,Active
7387329611,32633668,Savings,Active
7387329612,22726724,Savings,Active
7387329613,40177849,Checking,Active
7387329614,73333077,Checking,Active
7387329615,73235277,Savings,Active
7387329616,92145169,Savings,Active
7387329617,55370348,Checking,Active
7387329618,83947778,Savings,Active
7387329619,63848432,Checking,Active
7387329620,25476300,Savings,Active
7387329621,87374142,Savings,Active
7387329622,72082845,Checking,Active
7387329623,17480468,Savings,Active
7387329624,37414849,Savings,Inactive
7387329625,96213474,Savings,Active
7387329626,75731739,Checking,Active
7387329627,20856376,Savings,Active
7387329628,67060788,Savings,Active
7387329629,68627350,Checking,Active
7387329630,75387632,Checking,Active
7387329631,92348922,Savings,Active
7387329632,46550606,Checking,Active
7387329633,31399572,Savings,Active
7387329634,15727182,Checking,Active
7387329635,92816681,Savings,Active
7387329636,96553438,Checking,Active
7387329637,29939317,Savings,Active
7387329638,10471746,Savings,Active
7387329639,12784999,Savings,Active
7387329640,97046230,Savings,Inactive
7387329641,81762475,Savings,Active
7387329642,48526413,Checking,Active
7387329643,97162604,Checking,Active
7387329644,47984964,Checking,Active
7387329645,94926593,Savings,Active
7387329646,11393441,Savings,Active
7387329647,49029190,Checking,Active
7387329648,33090592,Savings,Active
7387329649,33584412,Savings,Active
7387329650,35568055,Savings,Active
7387329651,86857933,Savings,Active
7387329652,46082824,Savings,Active
7387329653,84419247,Checking,Active
7387329654,15592284,Checking,Inactive
7387329655,38238356,Checking,Active
7387329656,80659526,Savings,Active
7387329657,66233942,Checking,Active
7387329658,70070507,Savings,Active
7387329659,64020786,Savings,Active
7387329660,92333948,Checking,Active
7387329661,43469005,Savings,Inactive
7387329662,98045234,Checking,Active
7387329663,83534738,Savings,Active
7387329664,22950604,Checking,Active
7387329665,81463544,Checking,Active
7387329666,14174619,Savings,Inactive
7387329667,28959094,Savings,Active
7387329668,92233934,Checking,Active
7387329669,54602118,Checking,Active
7387329670,34434363,Checking,Active
7387329671,72929736,Savings,Active
7387329672,23053311,Savings,Active
7387329673,78802683,Checking,Inactive
7387329674,44151319,Savings,Inactive
7387329675,77857374,Savings,Active
7387329676,31037481,Checking,Active
7387329677,19342362,Savings,Active
7387329678,44437072,Checking,Active
7387329679,53765831,Checking,Active
7387329680,51351696,Savings,Active
7387329681,39119309,Checking,Active
7387329682,44410539,Savings,Active
7387329683,67138453,Savings,Inactive
7387329684,75018869,Savings,Active
7387329685,37844128,Savings,Active
7387329686,52663971,Checking,Active
7387329687,97929486,Savings,Active
7387329688,84607837,Savings,Active
7387329689,80088580,Checking,Inactive
7387329690,50211154,Savings,Active
7387329691,19584529,Savings,Active
7387329692,10521321,Savings,Inactive
7387329693,84672284,Checking,Active
7387329694,92375753,Savings,Active
7387329695,74588500,Checking,Inactive
7387329696,30497641,Checking,Active
7387329697,71674405,Checking,Active
7387329698,88121004,Checking,Active
7387329699,96621622,Savings,Active
7387329700,83157889,Savings,Active
7387329701,63976133,Checking,Active
7387329702,59615930,Checking,Active
7387329703,79389479,Checking,Active
7387329704,11691066,Checking,Active
7387329705,38934671,Checking,Active
7387329706,50012484,Savings,Active
7387329707,61177431,Savings,Active
7387329708,20730231,Savings,Active
7387329709,64358653,Checking,Active
7387329710,18611871,Checking,Active
7387329711,52031818,Savings,Active
7387329712,92837423,Savings,Active
7387329713,88593359,Savings,Active
7387329714,46369033,Savings,Inactive
7387329715,23235563,Checking,Active
7387329716,55475216,Checking,Active
7387329717,32389822,Savings,Active
7387329718,54757793,Checking,Active
7387329719,32764401,Savings,Active
7387329720,82985035,Checking,Active
7387329721,36661328,Checking,Active
7387329722,21783222,Savings,Active
7387329723,66699510,Savings,Active
7387329724,42434934,Checking,Active
7387329725,43879616,Checking,Active
7387329726,55879829,Savings,Active
7387329727,49814642,Savings,Active
7387329728,88457205,Savings,Active
7387329729,75224336,Checking,Active
7387329730,56057559,Checking,Active
7387329731,60823618,Checking,Active
7387329732,49051704,Checking,Active
7387329733,85837149,Savings,Active
7387329734,59704751,Checking,Active
7387329735,95149659,Checking,Active
7387329736,62935796,Savings,Active
7387329737,42524734,Savings,Active
7387329738,47980565,Checking,Active
7387329739,22994619,Savings,Active
7387329740,62320854,Checking,Active
7387329741,78069321,Savings,Active
7387329742,64010819,Savings,Active
7387329743,76775481,Checking,Active
7387329744,40050848,Savings,Active
7387329745,29297275,Checking,Active
7387329746,37520468,Savings,Active
7387329747,50809879,Checking,Active
7387329748,24383509,Checking,Active
7387329749,61285617,Checking,Active
7387329750,91063097,Checking,Active
7387329751,29848017,Savings,Active
7387329752,98324751,Checking,Active
7387329753,66199041,Checking,Active
7387329754,22523607,Savings,Inactive
7387329755,63994615,Checking,Active
7387329756,82919909,Checking,Active
7387329757,49629481,Savings,Active
7387329758,32242965,Savings,Active
7387329759,28668199,Savings,Active
7387329760,88365421,Checking,Active
7387329761,60370731,Checking,Active
7387329762,21877461,Savings,Inactive
7387329763,92041105,Checking,Active
7387329764,23153360,Savings,Active
7387329765,92783546,Checking,Active
7387329766,94134339,Savings,Active
7387329767,78448971,Checking,Active
7387329768,80451920,Checking,Inactive
7387329769,10198327,Checking,Active
7387329770,96321441,Checking,Active
7387329771,55838373,Checking,Active
7387329772,96589103,Savings,Active
7387329773,18800522,Checking,Active
7387329774,36008409,Savings,Active
7387329775,85938161,Savings,Active
7387329776,60818371,Checking,Active
7387329777,10695353,Savings,Active
7387329778,25385080,Checking,Active
7387329779,57867006,Savings,Active
7387329780,97788509,Checking,Active
7387329781,44483912,Savings,Active
7387329782,22060314,Savings,Active
7387329783,86384282,Savings,Active
7387329784,13556367,Checking,Active
7387329785,83449949,Checking,Active
7387329786,24287178,Savings,Active
7387329787,21880456,Savings,Inactive
7387329788,40469555,Checking,Active
7387329789,49852276,Savings,Active
7387329790,20654955,Savings,Active
7387329791,27633610,Savings,Active
7387329792,42277217,Savings,Active
7387329793,50813409,Savings,Inactive
7387329794,33403866,Checking,Inactive
7387329795,79484130,Savings,Active
7387329796,69482676,Checking,Active
7387329797,73482377,Checking,Active
7387329798,24023878,Checking,Active
7387329799,36693531,Checking,Active
7387329800,56061132,Checking,Active
7387329801,30416930,Savings,Active
7387329802,82913129,Checking,Active
7387329803,75221884,Checking,Active
7387329804,32155685,Savings,Active
7387329805,27151321,Checking,Active
7387329806,92052975,Savings,Active
7387329807,69286787,Checking,Active
7387329808,16098141,Savings,Active
7387329809,55473339,Savings,Active
7387329810,87133020,Savings,Active
7387329811,45989156,Checking,Active
7387329812,69271162,Savings,Active
7387329813,43542411,Checking,Active
7387329814,12357324,Savings,Active
7387329815,40367409,Savings,Active
7387329816,57118424,Savings,Active
7387329817,73275425,Savings,Active
7387329818,32261810,Checking,Active
7387329819,75659105,Checking,Active
7387329820,46229408,Savings,Active
7387329821,49205635,Savings,Active
7387329822,97583493,Savings,Active
7387329823,86231123,Checking,Active
7387329824,95990073,Savings,Active
7387329825,95261349,Checking,Active
7387329826,40805133,Checking,Active
7387329827,34519323,Checking,Active
7387329828,21853167,Savings,Active
7387329829,34817969,Savings,Active
7387329830,32761015,Savings,Active
7387329831,40947936,Checking,Active
7387329832,39245937,Savings,Active
7387329833,72064488,Checking,Active
7387329834,31594749,Savings,Active
7387329835,12210699,Savings,Active
7387329836,72303011,Savings,Active
7387329837,73467072,Savings,Active
7387329838,27749150,Checking,Active
7387329839,26423332,Savings,Active
7387329840,10176231,Savings,Inactive
7387329841,44496252,Savings,Active
7387329842,99714244,Checking,Active
7387329843,67705685,Savings,Active
7387329844,20003365,Savings,Active
7387329845,59847094,Checking,Active
7387329846,46433236,Checking,Active
7387329847,57214940,Checking,Inactive
7387329848,22996422,Savings,Active
7387329849,92373905,Checking,Active
7387329850,98851695,Savings,Active
7387329851,12336846,Checking,Active
7387329852,95932891,Checking,Active
7387329853,69489818,Savings,Active
7387329854,62727326,Checking,Active
7387329855,69459482,Checking,Active
7387329856,54760411,Checking,Active
7387329857,46395753,Savings,Active
7387329858,41422050,Checking,Active
7387329859,30787429,Checking,Active
7387329860,81514881,Savings,Inactive
7387329861,97151191,Checking,Active
7387329862,73019660,Savings,Active
7387329863,79746534,Checking,Active
7387329864,47434176,Savings,Active
7387329865,96121929,Checking,Active
7387329866,57444361,Checking,Active
7387329867,70782878,Savings,Active
7387329868,92062233,Checking,Active
7387329869,31250863,Checking,Active
7387329870,68148880,Checking,Active
7387329871,95288330,Checking,Active
7387329872,87297244,Checking,Active
7387329873,13961043,Savings,Active
7387329874,18017357,Savings,Active
7387329875,30913189,Checking,Active
7387329876,41159454,Savings,Active
7387329877,39727281,Checking,Active
7387329878,42817702,Checking,Active
7387329879,43936561,Checking,Active
7387329880,12208995,Savings,Active
7387329881,44875680,Checking,Active
7387329882,13842150,Checking,Active
7387329883,79849533,Checking,Inactive
7387329884,90695279,Savings,Active
7387329885,74093020,Savings,Active
7387329886,37997749,Savings,Active
7387329887,64140290,Savings,Active
7387329888,48286217,Checking,Active
7387329889,64644093,Savings,Active
7387329890,63595385,Savings,Active
7387329891,72704520,Savings,Active
7387329892,66390045,Savings,Active
7387329893,80595918,Savings,Active
7387329894,63174543,Savings,Active
7387329895,32377754,Savings,Active
7387329896,45464512,Checking,Inactive
7387329897,96036810,Savings,Active
7387329898,64901644,Savings,Active
7387329899,84827464,Checking,Active
7387329900,51743686,Checking,Active
7387329901,98395436,Checking,Active
7387329902,63293985,Savings,Active
7387329903,54510698,Savings,Active
7387329904,13297637,Savings,Active
7387329905,22916747,Savings,Active
7387329906,30647938,Checking,Inactive
7387329907,84798426,Savings,Inactive
7387329908,20978766,Checking,Active
7387329909,41316939,Savings,Active
7387329910,56645693,Savings,Active
7387329911,90403501,Checking,Active
7387329912,38481555,Checking,Active
7387329913,43907360,Savings,Active
7387329914,87946881,Checking,Active
7387329915,71348306,Checking,Active
7387329916,64504558,Checking,Inactive
7387329917,77409313,Savings,Active
7387329918,99817936,Savings,Active
7387329919,83569595,Savings,Active
7387329920,74190062,Savings,Active
7387329921,90352909,Savings,Inactive
7387329922,49175468,Savings,Inactive
7387329923,46755236,Checking,Active
7387329924,42583228,Checking,Inactive
7387329925,66842276,Checking,Active
7387329926,65979703,Checking,Active
7387329927,65947531,Checking,Active
7387329928,39229549,Checking,Active
7387329929,79337719,Checking,Active
7387329930,35431947,Savings,Active
7387329931,86929075,Checking,Active
7387329932,30730674,Savings,Active
7387329933,54799596,Checking,Inactive
7387329934,57871320,Savings,Active
7387329935,63812152,Checking,Active
7387329936,22865337,Checking,Active
7387329937,19890486,Checking,Active
7387329938,80216708,Savings,Active
7387329939,22709716,Checking,Active
7387329940,46882596,Checking,Active
7387329941,50976239,Checking,Active
7387329942,68080322,Checking,Active
7387329943,10133754,Checking,Active
7387329944,30093311,Savings,Active
7387329945,61216963,Savings,Active
7387329946,82880778,Savings,Active
7387329947,41248442,Savings,Active
7387329948,68523409,Savings,Active
7387329949,89126566,Checking,Active
7387329950,29105788,Savings,Active
7387329951,76703629,Checking,Inactive
7387329952,49659750,Savings,Active
7387329953,39675823,Savings,Active
7387329954,48409074,Savings,Active
7387329955,57456242,Checking,Active
7387329956,21030654,Savings,Active
7387329957,88154641,Checking,Active
7387329958,62459319,Savings,Active
7387329959,99279549,Checking,Active
7387329960,58943857,Savings,Active
7387329961,40021156,Checking,Active
7387329962,94378007,Checking,Inactive
7387329963,26636891,Savings,Active
7387329964,13270046,Savings,Active
7387329965,48430933,Savings,Active
7387329966,69850268,Savings,Active
7387329967,14674546,Checking,Active
7387329968,46218886,Checking,Active
7387329969,42878132,Checking,Active
7387329970,94150235,Savings,Active
7387329971,10226713,Savings,Active
7387329972,80574621,Savings,Active
7387329973,48953286,Checking,Active
7387329974,54285271,Savings,Active
7387329975,10776407,Checking,Active
7387329976,12492269,Checking,Active
7387329977,32825709,Savings,Active
7387329978,21574092,Savings,Active
7387329979,90952436,Checking,Active
7387329980,10266688,Checking,Active
7387329981,20729428,Savings,Active
7387329982,85894668,Savings,Active
7387329983,23823312,Savings,Inactive
7387329984,92761395,Savings,Active
7387329985,51415686,Checking,Active
7387329986,50652457,Savings,Active
7387329987,52474293,Savings,Active
7387329988,67722010,Checking,Inactive
7387329989,76975497,Savings,Inactive
7387329990,11203461,Savings,Active
7387329991,59768624,Savings,Active
7387329992,28370723,Savings,Inactive
7387329993,96413903,Checking,Active
7387329994,59941699,Checking,Active
7387329995,52662904,Savings,Active
7387329996,14628029,Savings,Inactive
7387329997,24155575,Savings,Active
7387329998,60075834,Savings,Active
7387329999,67038589,Savings,Active
7387330000,80617678,Checking,Active
7387330001,95422203,Checking,Active
7387330002,70961721,Savings,Active
7387330003,91732363,Checking,Inactive
7387330004,84052830,Checking,Active
7387330005,82597843,Savings,Active
7387330006,36796028,Checking,Active
7387330007,78222575,Checking,Active
7387330008,21016338,Savings,Active
7387330009,83759776,Savings,Active
7387330010,75355175,Savings,Active
7387330011,13745156,Savings,Active
7387330012,79067946,Savings,Active
7387330013,63071088,Checking,Active
7387330014,83812919,Savings,Active
7387330015,45101077,Checking,Active
7387330016,47923832,Savings,Active
7387330017,26111524,Savings,Active
7387330018,57230318,Checking,Active
7387330019,69262864,Checking,Active
7387330020,39638751,Checking,Active
7387330021,95077855,Savings,Active
7387330022,22871723,Checking,Active
7387330023,44379351,Checking,Active
7387330024,47635983,Savings,Inactive
7387330025,85675493,Checking,Active
7387330026,87188764,Checking,Active
7387330027,83703413,Checking,Active
7387330028,42585945,Checking,Active
7387330029,88136746,Savings,Active
7387330030,40748871,Savings,Active
7387330031,48526625,Savings,Active
7387330032,10211974,Checking,Active
7387330033,92986227,Checking,Active
7387330034,52077058,Savings,Active
7387330035,24806281,Savings,Active
7387330036,98441510,Checking,Active
7387330037,53429200,Checking,Inactive
7387330038,90942119,Checking,Active
7387330039,62942636,Checking,Inactive
7387330040,53043147,Checking,Active
7387330041,14173665,Checking,Active
7387330042,27900656,Savings,Active
7387330043,99804993,Savings,Active
7387330044,78730966,Checking,Active
7387330045,96571878,Savings,Active
7387330046,53097789,Savings,Active
7387330047,92274726,Savings,Active
7387330048,41224544,Checking,Active
7387330049,97335410,Savings,Active
7387330050,74334432,Checking,Active
7387330051,16430520,Savings,Active
7387330052,94533797,Savings,Active
7387330053,31705111,Checking,Active
7387330054,65198495,Savings,Active
7387330055,34804911,Checking,Active
7387330056,49908522,Savings,Active
7387330057,38236070,Checking,Active
7387330058,73144307,Savings,Active
7387330059,36947091,Checking,Active
7387330060,28518678,Checking,Active
7387330061,64865323,Savings,Inactive
7387330062,93870705,Savings,Active
7387330063,35488919,Savings,Active
7387330064,17236902,Checking,Active
7387330065,69115435,Checking,Active
7387330066,96750576,Savings,Active
7387330067,72738557,Checking,Active
7387330068,24149289,Savings,Active
7387330069,83639848,Savings,Active
7387330070,63347637,Checking,Active
7387330071,95743499,Checking,Active
7387330072,98345788,Checking,Active
7387330073,25562689,Savings,Active
7387330074,24590572,Savings,Active
7387330075,68725354,Savings,Active
7387330076,90606199,Checking,Active
7387330077,19087172,Savings,Inactive
7387330078,20590611,Savings,Active
7387330079,84922760,Checking,Active
7387330080,49595880,Savings,Active
7387330081,22362749,Savings,Active
7387330082,46355604,Savings,Inactive
7387330083,55539004,Checking,Active
7387330084,21859363,Checking,Active
7387330085,61513605,Savings,Active
7387330086,20111229,Savings,Active
7387330087,80974204,Checking,Active
7387330088,76648509,Savings,Active
7387330089,18239263,Savings,Active
7387330090,82121383,Checking,Active
7387330091,16766145,Checking,Active
7387330092,98515176,Savings,Active
7387330093,29546113,Savings,Active
7387330094,59507107,Savings,Active
7387330095,12125039,Savings,Active
7387330096,98044766,Savings,Active
7387330097,94337392,Checking,Active
7387330098,21600918,Savings,Active
7387330099,81240023,Checking,Active
7387330100,41553016,Checking,Active
7387330101,88139635,Checking,Active
7387330102,31274069,Savings,Inactive
7387330103,57968451,Checking,Active
7387330104,48246776,Checking,Active
7387330105,34582161,Savings,Active
7387330106,54422929,Checking,Active
7387330107,66160968,Savings,Active
7387330108,50006676,Savings,Active
7387330109,57168720,Checking,Active
7387330110,36103602,Savings,Active
7387330111,24763169,Savings,Active
7387330112,18769149,Savings,Active
7387330113,91471074,Savings,Active
7387330114,57916567,Checking,Active
7387330115,67928243,Savings,Active
7387330116,54341787,Checking,Active
7387330117,39977384,Checking,Active
7387330118,84367085,Checking,Active
7387330119,11338774,Checking,Active
7387330120,68234136,Savings,Active
7387330121,64446973,Checking,Active
7387330122,98653169,Checking,Active
7387330123,34163394,Checking,Active
7387330124,51270024,Savings,Active
7387330125,51521170,Savings,Active
7387330126,94027057,Checking,Active
7387330127,71718669,Checking,Active
7387330128,15446797,Savings,Active
7387330129,13796847,Checking,Active
7387330130,55945511,Checking,Active
7387330131,29357533,Savings,Active
7387330132,23874355,Savings,Inactive
7387330133,24969815,Savings,Active
7387330134,21520837,Checking,Active
7387330135,89590002,Checking,Active
7387330136,58473214,Checking,Inactive
7387330137,59868117,Checking,Active
7387330138,95865265,Savings,Active
7387330139,24724421,Savings,Active
7387330140,63924394,Savings,Active
7387330141,46863958,Savings,Active
7387330142,50757565,Checking,Active
7387330143,92539056,Savings,Active
7387330144,69749982,Savings,Active
7387330145,91623604,Checking,Active
7387330146,86620154,Savings,Active
7387330147,21519636,Checking,Active
7387330148,45255092,Savings,Active
7387330149,50907258,Savings,Active
7387330150,88625935,Checking,Active
7387330151,86392158,Savings,Active
7387330152,77485665,Checking,Active
7387330153,33448330,Savings,Active
7387330154,99421908,Savings,Active
7387330155,76122021,Checking,Active
7387330156,27226213,Savings,Active
7387330157,61405800,Checking,Active
7387330158,85304016,Savings,Active
7387330159,33841963,Savings,Active
7387330160,89259560,Savings,Active
7387330161,59297868,Savings,Active
7387330162,49300361,Savings,Active
7387330163,38099828,Checking,Active
7387330164,70232177,Savings,Active
7387330165,41780795,Checking,Active
7387330166,74347582,Savings,Active
7387330167,86587634,Savings,Active
7387330168,47286536,Checking,Active
7387330169,14246245,Savings,Inactive
7387330170,85584932,Savings,Active
7387330171,97999180,Checking,Active
7387330172,19663726,Savings,Active
7387330173,31871475,Savings,Active
7387330174,95075266,Checking,Active
7387330175,73352747,Checking,Active
7387330176,55896957,Savings,Active
7387330177,72224367,Savings,Active
7387330178,30868973,Savings,Active
7387330179,32607410,Checking,Inactive
7387330180,13777986,Checking,Active
7387330181,12788474,Savings,Active
7387330182,31513025,Checking,Inactive
7387330183,99848155,Checking,Active
7387330184,52293739,Checking,Inactive
7387330185,47285053,Checking,Active
7387330186,30685997,Checking,Active
7387330187,19913866,Checking,Active
7387330188,63711015,Checking,Active
7387330189,42717223,Savings,Active
7387330190,57699840,Savings,Active
7387330191,86499051,Savings,Active
7387330192,45140931,Savings,Active
7387330193,13022814,Savings,Active
7387330194,16325787,Checking,Active
7387330195,87608409,Checking,Active
7387330196,78369207,Checking,Active
7387330197,13972098,Checking,Active
7387330198,70768530,Savings,Inactive
7387330199,67614403,Savings,Active
7387330200,39542601,Savings,Active
7387330201,65541522,Savings,Active
7387330202,54380406,Savings,Active
7387330203,41155317,Checking,Active
7387330204,76205514,Savings,Inactive
7387330205,42848196,Checking,Active
7387330206,56059285,Savings,Active
7387330207,41231044,Checking,Active
7387330208,11945377,Savings,Inactive
7387330209,15441529,Checking,Inactive
7387330210,94448763,Savings,Active
7387330211,52421823,Savings,Active
7387330212,39437069,Savings,Active
7387330213,27936066,Savings,Active
7387330214,70602740,Checking,Active
7387330215,71891662,Checking,Active
7387330216,50219452,Checking,Active
7387330217,90812155,Checking,Active
7387330218,74526846,Savings,Active
7387330219,24102988,Checking,Inactive
7387330220,76874277,Checking,Active
7387330221,47362998,Checking,Active
7387330222,95964273,Checking,Active
7387330223,26446613,Savings,Active
7387330224,35031827,Savings,Active
7387330225,33876619,Savings,Inactive
7387330226,43086579,Checking,Active
7387330227,20325359,Checking,Active
7387330228,65301303,Savings,Active
7387330229,72192868,Checking,Active
7387330230,15625959,Checking,Active
7387330231,57597541,Checking,Active
7387330232,80945615,Checking,Active
7387330233,86385933,Checking,Active
7387330234,33697632,Savings,Active
7387330235,93540881,Checking,Active
7387330236,41235046,Savings,Active
7387330237,89574151,Savings,Active
7387330238,63618068,Savings,Active
7387330239,69985394,Savings,Active
7387330240,50285321,Savings,Active
7387330241,57022416,Savings,Active
7387330242,80492446,Savings,Active
7387330243,55510198,Checking,Active
7387330244,48846303,Checking,Active
7387330245,74465752,Checking,Active
7387330246,62790142,Savings,Active
7387330247,41582237,Savings,Active
7387330248,14761617,Checking,Active
7387330249,77547044,Checking,Active
7387330250,46881565,Checking,Active
7387330251,83148811,Checking,Active
7387330252,85765738,Checking,Inactive
7387330253,36552009,Checking,Active
7387330254,94434688,Checking,Active
7387330255,17010506,Checking,Active
7387330256,90128518,Savings,Inactive
7387330257,29423332,Checking,Active
7387330258,99906581,Checking,Active
7387330259,45548015,Savings,Active
7387330260,87285074,Checking,Active
7387330261,42387899,Savings,Active
7387330262,81382001,Checking,Active
7387330263,39380888,Savings,Active
7387330264,81328659,Savings,Active
7387330265,92097537,Savings,Active
7387330266,40398282,Checking,Active
7387330267,71643830,Savings,Active
7387330268,25097288,Checking,Active
7387330269,18769154,Checking,Active
7387330270,55087677,Savings,Active
7387330271,27343104,Checking,Active
7387330272,89323502,Savings,Active
7387330273,95859606,Checking,Active
7387330274,11371230,Savings,Active
7387330275,81607667,Checking,Active
7387330276,59659184,Savings,Active
7387330277,65309804,Savings,Active
7387330278,88094285,Checking,Inactive
7387330279,64157512,Checking,Active
7387330280,56700189,Checking,Inactive
7387330281,96954167,Savings,Active
7387330282,59907062,Savings,Active
7387330283,13319567,Checking,Active
7387330284,13099080,Savings,Inactive
7387330285,46274267,Savings,Active
7387330286,77077769,Savings,Active
7387330287,77447380,Savings,Active
7387330288,45459375,Savings,Active
7387330289,38133708,Checking,Inactive
7387330290,82620506,Checking,Active
7387330291,34549624,Checking,Active
7387330292,68250901,Savings,Active
7387330293,35542366,Savings,Active
7387330294,70789749,Checking,Active
7387330295,72708659,Savings,Active
7387330296,12260876,Savings,Active
7387330297,19312785,Savings,Inactive
7387330298,43020383,Savings,Active
7387330299,23588639,Savings,Active
7387330300,53698168,Savings,Inactive
7387330301,55746536,Checking,Active
7387330302,96341960,Checking,Active
7387330303,99536320,Savings,Active
7387330304,27494955,Savings,Active
7387330305,69986511,Savings,Active
7387330306,31199675,Checking,Active
7387330307,64323308,Savings,Active
7387330308,49577098,Checking,Inactive
7387330309,72894901,Checking,Active
7387330310,30852878,Savings,Active
7387330311,24507475,Savings,Active
7387330312,35191859,Checking,Active
7387330313,87070369,Checking,Active
7387330314,78571700,Checking,Active
7387330315,47184919,Checking,Active
7387330316,81750467,Checking,Active
7387330317,63570092,Checking,Active
7387330318,75720031,Savings,Active
7387330319,17907639,Checking,Active
7387330320,57219802,Checking,Active
7387330321,99029996,Savings,Active
7387330322,21715716,Savings,Active
7387330323,35203699,Savings,Active
7387330324,79311549,Savings,Active
7387330325,32221006,Checking,Active
7387330326,67142916,Savings,Active
7387330327,23183985,Savings,Inactive
7387330328,89997213,Checking,Active
7387330329,91472092,Checking,Active
7387330330,25410104,Checking,Active
7387330331,28395209,Checking,Active
7387330332,20581327,Checking,Active
7387330333,57568068,Checking,Active
7387330334,43793069,Savings,Inactive
7387330335,73068648,Savings,Inactive
7387330336,97128212,Checking,Active
7387330337,41366308,Savings,Active
7387330338,88675658,Savings,Active
7387330339,99513578,Checking,Inactive
7387330340,21585030,Savings,Active
7387330341,88412293,Checking,Inactive
7387330342,85492942,Checking,Active
7387330343,47302978,Savings,Active
7387330344,38268305,Checking,Active
7387330345,28403807,Savings,Active
7387330346,48351676,Savings,Active
7387330347,29633154,Savings,Active
7387330348,66540747,Checking,Inactive
7387330349,71233463,Savings,Active
7387330350,40738350,Savings,Active
